V|0200184|07/10/2011|0|-17,39|-3,13|-20,52|
C|2003146|15/10/2011|0|42,37|7,63|50,00|
V|0200185|07/10/2011|0|-3,40|-0,61|-4,01|
C|2003147|15/10/2011|0|62,24|11,20|73,44|
V|0200186|07/10/2011|0|-24,12|-4,34|-28,46|
C|2003148|15/10/2011|0|80,85|14,55|95,40|
V|0200187|07/10/2011|0|-31,58|-5,68|-37,26|
V|0200188|07/10/2011|0|-1,47|-0,27|-1,74|
C|2003149|15/10/2011|0|70,73|12,73|83,46|
V|0200189|07/10/2011|0|-35,47|-6,39|-41,86|
V|0200190|07/10/2011|0|-10,43|-1,88|-12,31|
C|2003150|15/10/2011|0|16,95|3,05|20,00|
V|0200191|07/10/2011|0|-14,58|-2,62|-17,20|
V|0200192|07/10/2011|0|-19,56|-3,52|-23,08|
V|0200193|07/10/2011|0|-9,62|-1,73|-11,35|
C|2003151|15/10/2011|0|6,93|1,25|8,18|
V|0200194|07/10/2011|0|-4,36|-0,79|-5,15|
C|2003152|15/10/2011|0|67,80|12,20|80,00|
V|0200195|07/10/2011|0|-35,85|-6,45|-42,30|
V|0200196|07/10/2011|0|-2,19|-0,40|-2,59|
V|0200197|07/10/2011|0|-17,01|-3,06|-20,07|
C|2003153|15/10/2011|0|14,13|2,54|16,67|
V|0200198|07/10/2011|0|-23,36|-4,21|-27,57|
C|2003154|15/10/2011|0|52,18|9,39|61,57|
V|0200199|07/10/2011|0|-9,19|-1,66|-10,85|
V|0200200|07/10/2011|0|-0,31|-0,06|-0,37|
C|2003155|15/10/2011|0|108,90|19,60|128,50|
V|0200201|07/10/2011|0|-50,63|-9,11|-59,74|
C|2003156|15/10/2011|0|25,42|4,58|30,00|
V|0200202|07/10/2011|0|-15,19|-2,73|-17,92|
C|2003157|15/10/2011|0|133,92|24,11|158,03|
V|0200203|07/10/2011|0|-112,11|-20,18|-132,29|
C|2003158|15/10/2011|0|257,30|46,31|303,61|
V|0200204|07/10/2011|0|-145,72|-26,23|-171,95|
C|2003159|15/10/2011|0|153,29|27,59|180,88|
V|0200205|07/10/2011|0|-43,81|-7,89|-51,70|
C|2003160|15/10/2011|0|50,85|9,15|60,00|
V|0200206|07/10/2011|0|-19,92|-3,58|-23,50|
C|2003161|15/10/2011|0|118,64|21,36|140,00|
V|0200207|07/10/2011|0|-39,69|-7,15|-46,84|
C|2003162|15/10/2011|0|16,95|3,05|20,00|
V|0200208|07/10/2011|0|-4,04|-0,73|-4,77|
C|2003163|15/10/2011|0|2302,88|414,52|2717,40|
V|0200209|07/10/2011|0|-439,47|-79,10|-518,57|
C|2003164|15/10/2011|0|40,42|7,27|47,69|
C|2003165|15/10/2011|0|16,95|3,05|20,00|
V|0200210|07/10/2011|0|-0,32|-0,06|-0,38|
V|0200211|07/10/2011|0|-89,23|-16,06|-105,29|
C|2003166|15/10/2011|0|37,30|6,71|44,01|
V|0200212|07/10/2011|0|-43,04|-7,75|-50,79|
V|0200213|07/10/2011|0|-74,54|-13,42|-87,96|
V|0200214|07/10/2011|0|-5,31|-0,96|-6,27|
C|2003167|15/10/2011|0|76,27|13,73|90,00|
V|0200215|07/10/2011|0|-9,91|-1,78|-11,69|
V|0200217|07/10/2011|0|-15,48|-2,79|-18,27|
C|2003170|15/10/2011|0|260,15|46,83|306,98|
V|0200218|07/10/2011|0|-84,75|-15,25|-100,00|
C|2003171|15/10/2011|0|118,26|21,29|139,55|
C|2003172|15/10/2011|0|50,85|9,15|60,00|
